YEAR,DOY,ALLSKY_SFC_UVA,ALLSKY_SFC_UV_INDEX,PRECTOTCORR,WS10M_MAX,WS10M_MIN,GWETTOP,GWETROOT,GWETPROF,PS,WS10M,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT
2019,225,14.31,2.51,3.2,1.93,0.68,0.85,0.85,0.82,79.51,1.22,99.63,137.93
2019,226,17.03,2.94,5.36,2.41,0.59,0.85,0.85,0.82,79.58,1.34,120.61,139.8
2019,227,15.0,2.52,3.06,2.22,0.57,0.84,0.85,0.82,79.63,1.27,108.68,132.85
2019,228,7.78,1.24,4.66,1.22,0.33,0.84,0.84,0.82,79.65,0.76,59.37,111.69
2019,229,13.55,2.24,4.52,1.48,0.18,0.85,0.85,0.82,79.63,0.8,95.79,135.12
2019,230,16.72,2.78,0.4,1.85,0.62,0.84,0.84,0.81,79.56,1.06,122.13,135.73
2019,231,15.75,2.67,1.08,2.2,0.34,0.84,0.84,0.81,79.55,1.19,112.3,138.11
2019,232,17.8,2.94,2.1,2.44,0.66,0.84,0.84,0.8,79.61,1.38,128.05,141.62
2019,233,16.95,2.84,4.11,2.01,0.62,0.84,0.83,0.8,79.64,1.34,120.41,141.73
2019,234,16.51,2.76,1.14,1.97,0.59,0.83,0.83,0.8,79.66,1.41,116.7,142.62
2019,235,14.16,2.29,4.13,1.84,0.51,0.83,0.82,0.79,79.64,1.27,100.12,140.85
2019,236,16.91,2.81,3.58,1.89,0.63,0.83,0.82,0.79,79.62,1.19,120.21,140.55
2019,237,17.35,2.87,0.7,1.36,0.68,0.82,0.81,0.79,79.55,1.09,124.67,139.79
2019,238,17.16,2.82,0.46,1.95,0.85,0.81,0.8,0.78,79.51,1.24,123.09,140.38
2019,239,18.45,3.06,1.21,1.98,0.95,0.81,0.8,0.77,79.51,1.41,133.19,140.52
2019,240,10.78,1.84,1.03,1.58,0.7,0.8,0.8,0.77,79.56,1.26,73.36,139.98
2019,241,18.77,3.21,2.17,1.55,0.5,0.8,0.79,0.77,79.55,1.05,134.64,143.3
2019,242,17.22,2.92,1.53,2.12,0.64,0.8,0.79,0.76,79.55,1.39,122.11,142.4
2019,243,13.66,2.3,1.72,1.88,0.53,0.8,0.78,0.76,79.52,1.16,95.86,138.14
2019,244,16.4,2.8,2.02,2.26,0.54,0.79,0.77,0.75,79.54,1.2,117.47,140.25
2019,245,12.6,2.15,1.14,2.2,0.3,0.79,0.77,0.75,79.5,1.13,90.11,137.2
2019,246,19.02,3.36,1.01,1.61,0.17,0.78,0.77,0.74,79.48,0.98,136.69,142.59
2019,247,15.08,2.66,3.18,1.84,0.36,0.78,0.76,0.74,79.56,1.15,104.91,144.02
2019,248,15.77,2.73,5.95,1.49,0.63,0.79,0.76,0.73,79.66,1.09,112.24,141.19
2019,249,12.34,2.22,1.31,1.73,0.08,0.78,0.76,0.73,79.6,1.05,84.37,142.49
2019,250,16.7,2.94,3.67,1.73,0.48,0.77,0.76,0.73,79.65,1.12,117.52,143.92
2019,251,14.27,2.46,0.95,1.75,0.8,0.77,0.75,0.73,79.71,1.35,104.38,136.55
2019,252,16.53,2.95,1.92,1.77,0.46,0.77,0.74,0.73,79.65,1.2,118.05,142.18
2019,253,16.16,2.91,2.47,3.14,0.52,0.76,0.74,0.72,79.56,1.56,116.16,140.36
2019,254,15.27,2.7,4.94,1.41,0.43,0.76,0.73,0.72,79.46,0.86,106.95,142.6
2019,255,16.69,2.95,20.67,1.8,0.68,0.8,0.75,0.73,79.42,1.16,117.59,143.59
2019,256,15.2,2.67,4.82,1.27,0.73,0.79,0.77,0.73,79.5,1.02,111.82,132.88
2019,257,13.46,2.32,0.47,2.02,0.48,0.77,0.76,0.73,79.51,1.17,94.56,138.27
2019,258,14.56,2.53,9.13,2.59,0.26,0.78,0.75,0.73,79.52,1.23,105.12,136.59
2019,259,13.53,2.29,5.0,1.88,0.69,0.79,0.76,0.73,79.57,1.2,96.29,137.48
2019,260,13.23,2.29,5.07,2.36,0.07,0.78,0.76,0.73,79.57,0.98,93.63,137.81
2019,261,10.24,1.85,13.55,2.71,0.02,0.8,0.77,0.74,79.43,1.34,70.82,135.73
2019,262,11.52,2.05,2.66,2.03,0.13,0.8,0.77,0.75,79.46,0.99,81.02,133.92
2019,263,12.16,2.13,5.49,1.22,0.1,0.8,0.77,0.75,79.52,0.8,84.9,136.92
2019,264,12.9,2.22,4.69,0.99,0.27,0.8,0.78,0.76,79.65,0.69,88.46,142.29
2019,265,15.7,2.8,9.07,2.01,0.61,0.8,0.78,0.76,79.6,1.18,111.36,140.27
2019,266,14.21,2.46,8.15,1.33,0.31,0.81,0.79,0.77,79.57,0.81,98.44,142.84
2019,267,14.2,2.55,6.58,1.34,0.2,0.81,0.8,0.77,79.63,0.78,98.5,141.21
2019,268,15.27,2.71,6.95,1.44,0.12,0.81,0.8,0.77,79.59,0.7,105.69,141.42
2019,269,13.09,2.27,14.92,1.51,0.13,0.84,0.81,0.79,79.62,1.02,91.02,137.54
2019,270,16.27,2.72,5.91,1.74,0.56,0.82,0.81,0.78,79.64,1.15,115.68,141.3
2019,271,16.82,2.8,6.38,2.05,0.86,0.83,0.81,0.79,79.63,1.35,117.42,143.96
2019,272,13.61,2.31,11.86,1.72,0.62,0.84,0.82,0.79,79.47,1.3,93.03,140.08
2019,273,13.88,2.4,16.85,1.23,0.03,0.85,0.83,0.8,79.41,0.84,95.38,139.79
2019,274,16.19,2.68,7.18,1.29,0.36,0.85,0.85,0.82,79.46,0.85,114.08,140.82
2019,275,12.18,2.05,8.02,1.04,0.18,0.85,0.85,0.82,79.41,0.66,80.98,142.09
2019,276,11.17,1.89,10.43,2.46,0.34,0.87,0.86,0.83,79.54,1.22,73.3,143.47
2019,277,16.23,2.67,1.38,1.61,0.77,0.85,0.86,0.83,79.61,1.1,115.2,139.02
2019,278,14.73,2.4,3.0,1.51,0.84,0.85,0.85,0.83,79.55,1.16,101.3,142.04
2019,279,13.96,2.25,11.26,1.77,0.6,0.86,0.86,0.83,79.49,1.2,96.4,140.73
2019,280,16.9,2.75,2.99,1.31,0.59,0.85,0.86,0.83,79.46,1.0,117.82,143.3
2019,281,13.18,2.2,4.7,1.84,0.38,0.85,0.86,0.83,79.46,1.12,89.36,139.46
2019,282,15.38,2.63,4.77,1.63,0.55,0.85,0.86,0.83,79.42,1.0,108.61,136.91
2019,283,11.77,1.93,3.96,2.23,0.41,0.85,0.86,0.83,79.34,1.09,81.55,133.8
2019,284,11.45,1.88,2.82,0.91,0.14,0.85,0.86,0.83,79.29,0.47,77.28,137.81
2019,285,14.05,2.3,10.55,1.0,0.17,0.87,0.87,0.84,79.37,0.64,98.18,138.16
2019,286,13.73,2.23,9.75,2.75,0.32,0.87,0.88,0.84,79.46,1.42,95.2,137.15
2019,287,12.95,2.12,1.62,1.55,0.4,0.86,0.87,0.84,79.55,0.98,89.51,137.32
2019,288,14.21,2.31,6.53,2.26,0.46,0.86,0.87,0.84,79.56,1.21,101.0,136.7
2019,289,13.84,2.3,2.9,2.15,0.56,0.86,0.88,0.84,79.57,1.23,95.95,137.69
2019,290,14.88,2.45,6.07,1.69,0.33,0.86,0.87,0.84,79.54,1.11,104.59,137.46
2019,291,14.02,2.27,10.52,2.02,0.2,0.87,0.88,0.84,79.52,1.21,98.09,136.77
2019,292,12.97,2.08,6.2,1.28,0.8,0.88,0.88,0.85,79.52,1.06,84.47,139.35
2019,293,13.49,2.12,4.99,1.15,0.07,0.88,0.88,0.85,79.53,0.68,91.95,135.05
2019,294,11.1,1.77,3.31,1.32,0.29,0.87,0.88,0.85,79.53,0.82,71.48,136.91
2019,295,13.67,2.17,11.15,1.44,0.63,0.88,0.88,0.85,79.47,1.13,93.98,137.31
2019,296,13.98,2.28,19.17,0.91,0.03,0.89,0.9,0.87,79.38,0.5,96.31,135.02
2019,297,12.85,2.12,3.98,1.12,0.16,0.89,0.91,0.88,79.39,0.62,83.9,137.59
2019,298,13.36,2.15,3.5,1.34,0.19,0.88,0.91,0.88,79.46,0.75,91.01,134.5
2019,299,15.2,2.42,20.94,1.18,0.62,0.9,0.91,0.88,79.47,0.87,105.95,135.89
2019,300,14.05,2.23,13.14,2.11,0.74,0.91,0.94,0.9,79.41,1.23,94.72,133.65
2019,301,15.68,2.48,3.64,1.47,0.28,0.9,0.93,0.9,79.44,0.95,111.96,131.68
2019,302,15.52,2.53,14.4,2.6,0.2,0.91,0.93,0.9,79.39,1.34,109.5,132.93
2019,303,15.48,2.46,10.6,1.12,0.47,0.91,0.94,0.91,79.43,0.73,106.39,135.12
2019,304,14.43,2.27,9.92,1.57,0.25,0.91,0.95,0.91,79.49,0.9,100.44,132.2
2019,305,13.63,2.14,15.98,1.95,0.54,0.91,0.95,0.91,79.49,1.05,95.12,128.31
2019,306,13.77,2.26,2.04,1.21,0.44,0.91,0.95,0.92,79.43,0.78,94.89,130.59
2019,307,12.78,2.05,8.97,1.54,0.16,0.91,0.95,0.91,79.39,0.92,85.26,132.47
2019,308,15.59,2.46,4.22,1.47,0.62,0.91,0.95,0.92,79.35,1.09,106.58,134.4
2019,309,11.78,1.9,1.07,2.55,0.78,0.91,0.95,0.91,79.39,1.47,75.05,133.99
2019,310,15.78,2.49,5.82,1.5,0.65,0.91,0.95,0.91,79.43,1.22,108.41,134.69
2019,311,16.0,2.57,1.27,1.35,0.14,0.91,0.95,0.91,79.37,0.86,110.45,133.34
2019,312,13.48,2.16,8.62,1.5,0.42,0.91,0.94,0.91,79.24,1.05,90.02,130.88
2019,313,7.16,1.1,4.6,1.57,0.91,0.91,0.95,0.91,79.4,1.22,43.64,133.59
2019,314,12.49,1.92,19.46,1.73,0.05,0.91,0.95,0.91,79.45,1.05,85.42,127.02
2019,315,14.46,2.31,10.35,1.62,0.7,0.92,0.96,0.93,79.4,1.2,99.83,128.0
2019,316,10.3,1.68,9.96,1.39,0.31,0.92,0.96,0.93,79.34,0.83,63.63,132.29
2019,317,10.75,1.71,43.33,1.09,0.55,0.95,0.98,0.95,79.42,0.79,67.23,131.3
2019,318,11.78,1.98,24.1,1.16,0.12,0.95,0.99,0.96,79.52,0.76,76.04,130.96
2019,319,12.91,2.05,8.68,1.7,0.09,0.95,0.99,0.97,79.48,1.03,85.54,129.27
2019,320,14.09,2.22,3.55,0.92,0.13,0.95,0.98,0.97,79.34,0.57,97.12,130.59
2019,321,12.58,2.02,4.44,1.89,0.14,0.95,0.98,0.96,79.3,0.79,83.49,130.37
2019,322,13.76,2.25,0.86,1.27,0.31,0.95,0.98,0.96,79.37,0.91,92.48,131.77
2019,323,12.71,2.05,1.28,1.5,0.26,0.94,0.98,0.95,79.45,0.92,86.05,128.78
2019,324,13.22,2.12,0.44,1.54,0.31,0.93,0.98,0.95,79.52,0.99,89.69,127.68
2019,325,13.76,2.14,11.4,1.47,0.68,0.93,0.98,0.95,79.48,0.98,96.91,125.94
2019,326,13.48,2.2,3.82,1.01,0.16,0.93,0.98,0.95,79.47,0.65,95.05,124.19
2019,327,13.57,2.26,5.84,1.21,0.02,0.93,0.98,0.95,79.48,0.7,94.85,126.74
2019,328,12.84,2.12,4.38,1.62,0.58,0.93,0.98,0.95,79.43,1.04,90.7,123.4
2019,329,13.84,2.25,0.65,2.29,0.49,0.92,0.97,0.94,79.3,1.31,97.96,124.95
2019,330,14.05,2.3,0.8,1.77,0.84,0.91,0.96,0.93,79.28,1.17,99.4,123.95
2019,331,14.89,2.52,2.13,2.03,0.55,0.91,0.96,0.93,79.39,1.13,102.59,127.42
2019,332,13.07,2.21,12.08,1.66,0.37,0.92,0.97,0.94,79.48,0.87,86.84,126.67
2019,333,11.83,2.02,11.26,1.51,0.33,0.93,0.97,0.94,79.5,0.9,76.66,128.36
2019,334,13.17,2.15,3.98,1.33,0.21,0.93,0.98,0.95,79.41,0.86,89.57,127.77
2019,335,15.89,2.53,0.25,1.45,0.45,0.92,0.97,0.94,79.42,1.09,113.62,126.99
2019,336,14.48,2.34,1.71,2.47,0.54,0.91,0.96,0.93,79.51,1.35,103.34,124.7
2019,337,12.0,1.98,7.52,1.51,0.66,0.92,0.96,0.93,79.46,1.1,79.63,123.41
2019,338,14.26,2.27,5.4,1.69,0.45,0.91,0.96,0.93,79.43,1.02,100.76,125.27
2019,339,14.72,2.34,1.42,1.78,0.59,0.91,0.96,0.93,79.52,1.23,105.53,125.52
2019,340,13.86,2.24,5.18,2.55,0.61,0.91,0.95,0.92,79.6,1.31,97.36,126.62
2019,341,11.45,1.88,6.8,1.12,0.09,0.91,0.95,0.92,79.62,0.77,76.62,126.39
2019,342,12.11,1.98,4.42,1.49,0.21,0.91,0.95,0.92,79.51,0.89,83.91,123.6
2019,343,15.38,2.41,0.07,1.73,0.71,0.91,0.95,0.92,79.4,1.18,111.54,124.62
2019,344,12.82,2.11,1.19,1.39,0.39,0.91,0.95,0.91,79.42,0.88,87.95,121.89
2019,345,12.71,2.12,2.74,1.66,0.56,0.9,0.94,0.91,79.44,0.99,87.88,120.82
2019,346,12.68,2.12,4.42,1.59,0.72,0.9,0.94,0.91,79.44,0.99,89.34,122.52
2019,347,10.83,1.79,1.89,1.59,0.23,0.9,0.94,0.91,79.38,0.84,72.47,124.12
2019,348,10.59,1.79,23.62,1.34,0.02,0.91,0.95,0.91,79.46,0.7,69.48,123.62
2019,349,11.11,1.85,9.69,1.37,0.35,0.92,0.96,0.93,79.52,0.86,76.06,121.08
2019,350,12.93,2.13,1.64,2.45,0.55,0.91,0.96,0.92,79.43,1.12,91.4,120.27
2019,351,12.34,2.02,4.4,1.23,0.55,0.91,0.95,0.92,79.26,0.89,83.62,121.88
2019,352,11.55,1.88,8.98,1.38,0.73,0.91,0.96,0.92,79.34,0.99,78.6,121.09
2019,353,13.77,2.16,5.08,1.77,0.64,0.91,0.96,0.92,79.38,1.09,97.74,124.62
2019,354,13.95,2.23,1.65,1.76,0.6,0.91,0.95,0.92,79.41,1.09,97.36,125.08
2019,355,12.66,2.02,2.3,1.69,0.4,0.91,0.95,0.92,79.38,1.05,89.41,120.7
2019,356,12.35,2.04,5.54,1.88,0.16,0.91,0.95,0.92,79.41,0.95,82.97,123.47
2019,357,13.35,2.19,2.31,1.72,0.53,0.91,0.95,0.92,79.46,1.17,89.28,125.34
2019,358,15.12,2.43,0.5,1.73,0.27,0.91,0.95,0.91,79.4,0.95,107.98,124.34
2019,359,11.94,1.99,1.98,1.52,0.87,0.91,0.95,0.91,79.36,1.21,79.98,122.5
2019,360,14.52,2.4,1.1,1.95,0.63,0.9,0.94,0.91,79.37,1.27,103.82,122.27
2019,361,9.43,1.55,1.43,1.88,0.67,0.9,0.94,0.91,79.45,1.37,61.0,121.35
2019,362,13.29,2.14,1.32,2.09,0.52,0.9,0.94,0.9,79.41,1.17,93.73,121.78
2019,363,12.41,1.97,3.92,1.48,0.53,0.9,0.93,0.9,79.36,0.98,85.44,123.97
2019,364,9.42,1.54,23.78,1.16,0.53,0.91,0.95,0.91,79.39,0.89,58.34,121.98
2019,365,10.12,1.66,16.26,1.37,0.2,0.92,0.96,0.92,79.49,0.76,64.38,120.41
2020,1,12.39,2.18,8.52,1.27,0.8,0.92,0.96,0.93,79.46,1.07,81.12,124.36
2020,2,14.73,2.46,1.96,1.97,0.73,0.91,0.96,0.93,79.49,1.19,101.48,123.58
2020,3,16.37,2.71,6.06,1.76,0.8,0.91,0.95,0.92,79.66,1.25,114.72,126.18
2020,4,16.14,2.63,1.02,1.73,0.99,0.91,0.95,0.91,79.73,1.33,114.7,123.6
2020,5,15.13,2.45,1.38,1.89,0.21,0.9,0.95,0.91,79.68,1.21,107.29,120.78
2020,6,15.68,2.5,0.26,1.55,1.0,0.9,0.94,0.91,79.54,1.3,109.45,123.78
2020,7,17.29,2.85,0.35,2.07,0.8,0.89,0.93,0.9,79.52,1.45,122.41,126.56
2020,8,16.7,2.62,0.07,2.78,1.2,0.89,0.92,0.89,79.57,1.85,117.19,127.21
2020,9,17.91,2.82,0.02,2.37,1.16,0.88,0.91,0.88,79.52,1.7,125.66,129.49
2020,10,17.71,2.74,0.1,2.48,1.12,0.88,0.91,0.88,79.34,1.8,124.84,128.58
2020,11,17.81,2.77,0.07,2.27,0.45,0.88,0.9,0.87,79.45,1.58,124.48,130.14
2020,12,16.71,2.58,0.01,2.55,1.05,0.87,0.89,0.86,79.44,1.86,116.03,129.01
2020,13,16.79,2.67,0.0,2.02,0.83,0.86,0.88,0.85,79.39,1.58,120.21,129.62
2020,14,15.57,2.48,0.01,2.39,0.78,0.86,0.88,0.84,79.35,1.65,110.59,128.36
2020,15,12.41,2.05,0.0,2.32,0.57,0.85,0.87,0.84,79.37,1.55,83.7,127.09
2020,16,15.98,2.52,0.01,2.8,0.89,0.85,0.86,0.83,79.47,1.79,114.62,128.3
2020,17,15.55,2.45,0.0,3.07,1.05,0.84,0.85,0.82,79.42,1.85,111.32,128.75
2020,18,15.02,2.45,0.01,2.52,0.68,0.84,0.84,0.81,79.43,1.57,108.2,125.23
2020,19,14.52,2.29,1.68,2.22,0.11,0.84,0.84,0.81,79.44,1.27,104.1,125.12
2020,20,8.85,1.48,2.67,1.27,0.33,0.84,0.84,0.8,79.51,0.95,57.77,128.25
2020,21,13.05,2.13,9.81,1.44,0.39,0.84,0.84,0.8,79.5,0.82,92.48,125.77
2020,22,9.67,1.56,12.35,2.11,0.2,0.87,0.86,0.83,79.58,1.23,64.73,125.14
2020,23,11.39,1.88,1.32,1.76,0.31,0.85,0.86,0.83,79.57,1.1,84.09,115.56
2020,24,11.26,1.91,1.64,1.48,0.64,0.85,0.85,0.82,79.56,1.14,78.98,120.6
2020,25,14.48,2.37,0.15,1.2,0.63,0.84,0.84,0.82,79.6,0.92,106.2,121.59
2020,26,13.69,2.32,1.45,1.14,0.22,0.84,0.84,0.81,79.6,0.8,96.05,127.0
2020,27,14.22,2.48,4.11,1.07,0.12,0.84,0.84,0.81,79.62,0.6,101.16,126.91
2020,28,12.49,2.16,1.27,1.67,0.46,0.84,0.84,0.81,79.57,1.11,86.91,127.98
2020,29,15.57,2.68,1.51,1.55,0.59,0.84,0.84,0.8,79.56,1.09,107.48,128.88
2020,30,16.15,2.7,0.17,1.52,0.82,0.83,0.83,0.8,79.53,1.21,112.96,129.27
2020,31,15.89,2.59,0.97,2.69,0.66,0.83,0.82,0.8,79.55,1.57,111.39,127.95
2020,32,16.31,2.7,4.56,1.54,0.66,0.83,0.82,0.79,79.58,1.09,115.16,127.4
2020,33,13.36,2.27,4.78,1.74,0.5,0.84,0.82,0.8,79.57,1.27,86.7,130.24
2020,34,16.02,2.66,0.48,2.2,0.6,0.83,0.82,0.79,79.56,1.47,114.99,125.52
2020,35,17.74,2.95,1.0,2.04,0.68,0.82,0.81,0.78,79.6,1.44,123.18,133.74
2020,36,17.99,3.11,0.66,1.98,0.9,0.81,0.8,0.78,79.53,1.35,124.02,135.73
2020,37,18.09,3.04,0.04,2.05,0.48,0.8,0.8,0.77,79.53,1.31,127.7,133.27
2020,38,15.67,2.63,0.85,1.99,0.7,0.8,0.79,0.77,79.57,1.35,108.55,131.3
2020,39,15.41,2.65,2.37,2.2,0.96,0.8,0.78,0.76,79.6,1.53,107.74,128.35
2020,40,16.26,2.74,0.51,1.98,0.98,0.8,0.78,0.75,79.54,1.43,114.83,129.67
2020,41,18.08,2.91,0.69,2.3,0.69,0.79,0.77,0.75,79.45,1.43,128.4,133.04
2020,42,17.41,2.87,1.32,1.98,0.7,0.78,0.77,0.74,79.51,1.45,122.42,133.58
2020,43,14.94,2.41,1.71,1.95,0.55,0.78,0.76,0.73,79.47,1.48,105.2,126.82
2020,44,15.42,2.6,1.99,1.69,0.83,0.77,0.75,0.73,79.42,1.29,106.73,132.15
2020,45,13.24,2.2,3.41,1.65,0.51,0.77,0.75,0.73,79.45,1.19,93.07,129.68
2020,46,12.56,2.02,1.19,2.16,0.96,0.77,0.75,0.73,79.46,1.45,86.2,132.16
2020,47,15.81,2.64,0.92,2.09,0.75,0.77,0.74,0.72,79.38,1.36,110.65,135.52
2020,48,16.12,2.8,0.15,2.25,1.11,0.76,0.73,0.71,79.31,1.81,112.38,137.55
2020,49,18.91,3.09,0.0,2.62,0.99,0.75,0.73,0.7,79.34,1.77,135.91,137.66
2020,50,17.25,2.97,1.82,1.67,0.76,0.75,0.72,0.7,79.4,1.31,123.39,136.77
2020,51,15.11,2.52,1.41,1.96,0.68,0.74,0.72,0.7,79.39,1.23,106.84,132.98
2020,52,13.09,2.13,16.64,1.73,0.45,0.77,0.72,0.7,79.49,1.21,93.12,127.02
2020,53,10.85,1.84,10.11,1.57,0.08,0.79,0.74,0.72,79.56,0.94,76.14,125.37
2020,54,11.79,2.03,4.21,1.45,0.17,0.77,0.74,0.72,79.53,0.86,83.87,125.22
2020,55,11.48,1.9,1.18,1.52,0.18,0.77,0.74,0.72,79.48,0.87,82.9,123.55
2020,56,14.71,2.45,4.38,1.31,0.16,0.77,0.74,0.72,79.51,0.67,104.91,131.81
2020,57,13.59,2.32,3.38,1.41,0.34,0.77,0.74,0.72,79.6,0.99,98.51,126.26
2020,58,14.08,2.4,1.97,2.02,0.64,0.77,0.74,0.72,79.64,1.34,99.95,132.12
2020,59,14.41,2.34,0.2,1.91,0.85,0.76,0.73,0.71,79.64,1.27,104.8,128.73
2020,60,12.92,2.15,1.29,1.5,0.66,0.76,0.73,0.71,79.64,1.11,92.0,129.03
2020,61,12.5,2.2,3.55,1.87,0.74,0.76,0.73,0.7,79.57,1.09,89.79,130.45
2020,62,13.38,2.2,0.79,1.72,0.84,0.75,0.73,0.7,79.51,1.16,96.68,133.15
2020,63,13.76,2.27,0.38,1.62,1.01,0.74,0.72,0.7,79.49,1.26,100.09,131.14
2020,64,13.23,2.14,1.79,1.94,0.93,0.74,0.71,0.7,79.52,1.29,95.33,135.2
2020,65,17.05,2.8,0.34,2.02,0.97,0.73,0.71,0.69,79.58,1.41,125.69,135.77
2020,66,16.13,2.71,0.03,2.12,0.92,0.73,0.7,0.68,79.6,1.45,117.91,137.02
2020,67,12.35,2.1,1.2,2.18,0.92,0.72,0.7,0.67,79.52,1.38,94.02,122.27
2020,68,10.12,1.68,2.35,2.32,0.84,0.72,0.69,0.67,79.49,1.4,78.52,115.82
2020,69,11.77,1.97,0.94,2.3,0.85,0.71,0.69,0.66,79.55,1.3,88.9,122.2
2020,70,9.2,1.46,14.79,1.55,0.55,0.73,0.69,0.66,79.56,0.94,70.2,119.52
2020,71,10.34,1.71,12.01,1.16,0.2,0.77,0.72,0.69,79.45,0.84,75.06,125.32
2020,72,11.82,2.05,1.75,1.88,0.26,0.74,0.71,0.69,79.3,0.99,85.73,128.58
2020,73,11.31,2.01,1.15,1.36,0.54,0.73,0.71,0.69,79.48,0.95,82.33,128.59
2020,74,11.91,1.97,2.57,1.69,0.84,0.73,0.7,0.69,79.59,1.23,85.49,132.88
2020,75,12.4,1.98,0.49,1.64,0.83,0.73,0.7,0.68,79.59,1.23,94.79,122.77
2020,76,14.59,2.37,0.54,2.32,1.02,0.72,0.7,0.67,79.54,1.52,109.77,128.59
2020,77,15.27,2.48,0.53,1.38,0.95,0.71,0.69,0.67,79.55,1.17,115.48,127.91
2020,78,12.6,2.02,0.14,1.46,0.95,0.7,0.68,0.66,79.59,1.26,98.01,119.1
2020,79,10.36,1.7,8.67,1.93,0.84,0.72,0.68,0.66,79.6,1.23,82.11,109.8
2020,80,6.25,0.98,6.47,2.23,0.88,0.73,0.7,0.67,79.65,1.48,51.14,98.55
2020,81,11.85,2.01,5.17,1.3,0.16,0.73,0.69,0.67,79.62,0.88,87.22,127.98
2020,82,15.56,2.62,1.91,1.38,0.05,0.73,0.69,0.67,79.56,0.73,115.77,132.53
2020,83,12.43,2.11,0.08,1.26,0.16,0.71,0.69,0.66,79.7,0.91,96.02,121.78
2020,84,8.05,1.33,0.01,1.81,0.79,0.7,0.68,0.66,79.62,1.12,66.11,99.39
2020,85,13.3,2.4,2.39,1.64,0.85,0.7,0.68,0.66,79.48,1.17,101.42,121.38
2020,86,13.01,2.37,1.58,2.08,0.67,0.7,0.67,0.66,79.43,1.41,97.64,124.53
2020,87,13.48,2.33,0.37,1.98,1.16,0.69,0.66,0.65,79.35,1.45,103.95,122.88
2020,88,14.22,2.35,0.31,1.73,0.6,0.68,0.66,0.64,79.32,1.24,107.9,127.78
2020,89,10.39,1.73,13.51,1.95,0.8,0.71,0.66,0.65,79.42,1.2,79.27,119.18
2020,90,11.22,1.9,7.38,1.77,0.69,0.71,0.67,0.66,79.45,1.06,85.9,119.18
2020,91,11.55,2.02,9.93,1.32,0.48,0.74,0.69,0.66,79.4,0.89,84.83,125.08
2020,92,9.7,1.68,9.2,1.67,0.27,0.75,0.7,0.68,79.48,1.02,68.23,130.24
2020,93,13.97,2.41,0.04,1.29,0.54,0.73,0.7,0.68,79.51,0.93,103.52,126.23
2020,94,13.52,2.3,4.43,1.54,0.34,0.73,0.7,0.67,79.4,0.8,100.06,127.98
2020,95,13.7,2.48,2.92,2.21,0.55,0.73,0.7,0.67,79.36,1.07,98.53,133.04
2020,96,13.56,2.45,5.22,1.81,0.15,0.73,0.7,0.67,79.43,0.73,93.89,141.21
2020,97,10.74,1.93,4.17,2.3,0.84,0.74,0.7,0.68,79.56,1.46,76.45,135.7
2020,98,15.1,2.52,0.23,2.03,1.12,0.73,0.7,0.68,79.65,1.62,109.84,138.2
2020,99,14.41,2.45,5.33,1.91,0.87,0.73,0.7,0.67,79.52,1.38,104.3,135.73
2020,100,13.56,2.35,3.39,2.08,0.09,0.73,0.7,0.68,79.51,1.12,95.98,140.13
2020,101,11.7,1.98,4.65,1.41,0.82,0.73,0.7,0.68,79.53,1.15,82.95,137.06
2020,102,11.38,1.93,6.42,1.89,0.5,0.74,0.7,0.68,79.55,1.24,83.93,129.82
2020,103,11.77,1.98,0.95,1.98,0.52,0.73,0.7,0.68,79.63,1.3,84.71,135.07
2020,104,11.85,2.09,3.81,2.32,0.8,0.73,0.7,0.68,79.72,1.43,84.23,139.52
2020,105,10.34,1.68,27.77,2.22,0.7,0.79,0.71,0.69,79.59,1.39,76.43,125.6
2020,106,13.54,2.12,3.01,1.53,0.41,0.77,0.73,0.71,79.55,1.05,100.44,130.23
2020,107,13.65,2.13,0.3,1.68,0.33,0.75,0.73,0.7,79.64,1.02,100.76,129.43
2020,108,12.45,1.98,0.37,1.16,0.73,0.75,0.72,0.7,79.66,0.98,92.47,127.12
2020,109,9.7,1.63,1.26,1.01,0.26,0.74,0.72,0.7,79.62,0.7,68.23,129.51
2020,110,12.55,2.17,2.83,1.02,0.1,0.75,0.72,0.7,79.63,0.65,89.95,130.52
2020,111,14.52,2.43,3.45,2.07,0.32,0.75,0.72,0.7,79.61,1.04,103.01,137.26
2020,112,9.97,1.69,7.74,1.01,0.15,0.77,0.73,0.7,79.62,0.59,67.91,138.85
2020,113,14.02,2.33,6.42,1.06,0.52,0.77,0.73,0.71,79.57,0.88,100.27,134.02
2020,114,11.93,1.99,3.19,1.84,0.66,0.77,0.73,0.71,79.57,1.05,86.2,128.62
2020,115,12.59,2.05,0.78,1.69,0.09,0.76,0.73,0.71,79.53,1.05,85.83,141.3
2020,116,14.27,2.38,2.9,2.34,0.2,0.76,0.73,0.71,79.53,1.37,101.49,137.77
2020,117,16.73,2.77,0.61,1.53,0.24,0.76,0.73,0.71,79.6,1.09,115.36,139.99
2020,118,14.8,2.52,8.38,1.89,0.6,0.77,0.73,0.71,79.61,1.24,101.66,136.87
2020,119,16.91,2.89,2.48,1.89,0.78,0.77,0.73,0.71,79.58,1.27,118.34,136.84
2020,120,13.43,2.23,1.28,1.59,0.2,0.76,0.73,0.71,79.53,0.9,90.7,131.83
